6703;6704;3492.0
6703;6705;13701.0
6704;6706;174659.0
6705;6707;167498.0
6706;6715;177007.0
6707;6711;16231.0
6708;6709;12550.0
6709;6721;676434.0
6709;6710;463.0
6710;6713;8338.0
6711;6718;186514.0
6712;6720;670960.0
6713;6714;7042.0
6715;6716;6287.0
6715;6717;18695.0
6719;6736;237231.0
6719;6737;256690.0
6721;6722;3257.0
6722;6723;12867.0
6724;6725;7413.0
6724;6726;42998.0
6724;6727;44219.0
6726;6730;13143.0
6727;6728;904.0
6727;6731;38802.0
6728;6729;3292.0
6731;6732;7047.0
6732;6733;8621.0
6732;6735;57901.0
6733;6734;709.0
6737;6787;1150501.0
6738;6739;1963.0
6739;6740;311.0
6740;6741;2477.0
6741;6742;60.0
6742;6746;256284.0
6743;6750;269352.0
6744;6745;41354.0
6746;6747;265.0
6747;6748;478.0
6748;6749;1290.0
6750;6751;235.0
6752;6753;7533.0
6752;6754;7623.0
6752;6755;13688.0
6752;6756;59206.0
6755;6779;236648.0
6755;6781;236717.0
6756;6757;6286.0
6758;6759;1849.0
6759;6760;1581.0
6760;6761;1187.0
6761;6762;545.0
6761;6763;2908.0
6762;6764;2893.0
6764;6765;663.0
6765;6766;267.0
6766;6767;12293.0
6767;6768;34529.0
6768;6769;3232.0
6770;6771;789.0
6771;6776;98339.0
6771;6772;285.0
6771;6773;314.0
6772;6774;411.0
6774;6775;310.0
6776;6777;2154.0
6777;6778;94.0
6778;6782;827.0
6779;6780;56.0
6780;6784;819.0
6782;6783;400.0
6783;6785;561.0
6785;6786;880.0
6788;6789;6391.0
6789;6790;4453.0
6789;6797;24927.0
6789;6798;31132.0
6790;6791;1719.0
6791;6792;775.0
6791;6793;5442.0
6791;6799;48464.0
6792;6794;7503.0
6794;6795;2805.0
6795;6796;1110.0
6799;6800;143649.0
6800;6801;50534.0
