59392;59393;322.0
59395;59396;244.0
59396;59429;87276.0
59397;59424;83233.0
59397;59426;84932.0
59400;59401;510.0
59400;59402;523.0
59400;59404;1074.0
59404;59405;724.0
59406;59407;488.0
59407;59411;5164.0
59410;59412;382.0
59410;59420;40183.0
59410;59413;444.0
59413;59414;880.0
59414;59415;121.0
59415;59417;7965.0
59420;59421;434.0
59422;59423;2952.0
59424;59425;936.0
59426;59427;644.0
59427;59428;246.0
59428;59430;3729.0
59429;59432;3968.0
59429;59431;3307.0
59430;59433;1637.0
59432;59435;2653.0
59435;59441;3931.0
59436;59437;221.0
59436;59438;229.0
59439;59440;461.0
59441;59442;14977.0
59443;59444;31763.0
59444;59453;278135.0
59445;59446;911.0
59449;59450;1334.0
59454;59456;6401.0
58096;58097;79399.0
58097;58098;3599.0
58098;58099;3444.0
58101;58102;533.0
58102;58144;517424.0
58104;58105;21189.0
58105;58106;2655.0
58106;58107;717.0
58107;58108;1593.0
58108;58110;89458.0
58110;58122;21189.0
58111;58112;424.0
58111;58124;21461.0
58112;58113;6834.0
58114;58129;59115.0
58114;58115;3575.0
58115;58116;168.0
58115;58117;191.0
58116;58121;3645.0
58116;58118;99.0
58116;58119;617.0
58119;58120;1561.0
58121;58123;5305.0
58123;58125;1418.0
58126;58127;237.0
58128;58130;38974.0
58128;58172;244235.0
58130;58131;10914.0
58131;58132;512.0
58131;58173;194599.0
58133;58134;1672.0
58135;58136;453.0
58135;58174;188559.0
58137;58139;3862.0
58140;58141;2514.0
58141;58142;278.0
58143;58156;52973.0
58144;58147;9835.0
58145;58146;1380.0
58145;58159;23359.0
58147;58176;165120.0
58149;58150;953.0
58150;58151;229.0
58151;58152;403.0
58153;58154;230.0
58160;58192;472676.0
58160;58166;4989.0
58162;58163;406.0
58162;58164;493.0
58163;58165;318.0
58165;58179;241330.0
58166;58187;279439.0
58167;58168;1228.0
58169;58170;634.0
58170;58171;350.0
58174;58175;1181.0
58175;58177;66882.0
58177;58178;451.0
58178;58189;247052.0
58179;58183;19080.0
58180;58181;808.0
58183;58188;84055.0
58184;58185;325.0
58191;58233;555660.0
58193;58230;452405.0
58195;58196;426.0
58197;58198;595.0
58199;58200;326.0
58200;58212;66738.0
58201;58202;1302.0
58202;58203;6667.0
58203;58204;586.0
58204;58206;14090.0
58206;58207;243.0
58207;58209;650.0
58208;58229;368385.0
58209;58210;185.0
58210;58211;65.0
58213;58214;243.0
58216;58217;136.0
58218;58219;2011.0
58219;58220;1746.0
58220;58245;213622.0
58221;58268;391774.0
58221;58222;29727.0
58224;58225;8417.0
58226;58227;268.0
58229;58231;311.0
58230;58232;487.0
58233;58236;22796.0
58234;58235;823.0
58235;58238;8901.0
58240;58244;25386.0
