70373;70392;1204.0
11990;12007;487.0
68107;68167;3877.0
68107;72742;385459.0
68107;68177;5321.0
56868;56902;2856.0
11857;11886;951.0
60364;60402;6058.0
52267;52729;20536.0
55867;55905;4989.0
16650;22702;683648.0
29030;29253;26762.0
79405;79413;1193.0
66972;66985;1387.0
42144;59458;2167063.0
29777;30087;5154.0
29777;29783;1687.0
56135;56229;7056.0
56135;56157;1517.0
56135;56161;1869.0
49161;49164;4.0
49161;49163;3.0
49161;49162;2.0
49161;49165;5.0
9638;9659;3340.0
9638;9801;8700.0
11046;14287;298749.0
42019;42712;56525.0
40918;41357;43343.0
2205;2924;157205.0
2205;3887;273895.0
83104;83990;84494.0
62002;62025;2636.0
62002;62229;28008.0
78490;78505;549.0
22379;22787;48318.0
10502;15676;578498.0
13844;13859;1372.0
48220;48439;26160.0
118;335;14369.0
5337;10628;860837.0
20457;20467;4277.0
25901;26152;83587.0
8296;8311;2355.0
15773;16177;26444.0
16447;16552;14937.0
83148;83221;8648.0
83484;86033;383845.0
63211;63213;831.0
63211;63259;16966.0
70013;70032;2278.0
70013;70100;7097.0
76444;76445;9.0
76444;85916;1108043.0
48601;48606;265.0
38576;38581;1055.0
83556;83664;7509.0
83556;83576;1768.0
42670;42687;5277.0
17999;19013;111716.0
17999;18717;85501.0
67296;68225;241512.0
32269;32283;615.0
38486;38559;5695.0
44256;44577;26267.0
59743;77249;1978189.0
83105;83141;4002.0
34410;34431;1924.0
80943;81206;16575.0
49274;49320;3362.0
57044;57055;4025.0
78296;78441;11157.0
60859;61210;40664.0
60859;61099;24776.0
60859;61071;23323.0
60859;61518;64988.0
60859;62598;158832.0
84901;85096;21300.0
50773;50784;546.0
25991;29739;432743.0
74422;74436;2868.0
42899;43598;141105.0
60629;61203;55480.0
60629;60644;485.0
19905;20917;223382.0
73206;74572;177949.0
73206;73207;228.0
2050;3972;375816.0
46829;50599;514342.0
79432;79433;316.0
41109;41121;385.0
41180;41471;21562.0
41180;41861;56543.0
81842;81857;1604.0
40526;40528;2.0
40526;41112;56289.0
40526;40527;1.0
57265;66098;1045527.0
9552;10542;229024.0
70386;71111;31688.0
76288;85270;1060590.0
15996;16004;212.0
15996;26225;1140914.0
10890;10891;1.0
24305;24353;1312.0
59578;62064;223591.0
86879;86894;12.0
86879;86883;7.0
86879;86886;4.0
86879;86885;3.0
86879;86882;1.0
86879;86895;8.0
86879;86884;9.0
86879;86896;10.0
86879;86881;2.0
87038;87047;1800.0
9119;9148;1824.0
26599;26898;19606.0
9570;9780;16579.0
5285;5305;1152.0
51604;51605;2.0
61800;63160;215485.0
7575;8618;133068.0
33736;35255;108970.0
87674;87679;477.0
62875;63114;95800.0
81655;83486;176767.0
77908;79988;292208.0
42429;42431;25.0
42429;42434;2.0
