58355;171331.0
58369;84865.0
58371;1445.0
58363;117133.0
58379;83574.0
58381;10624.0
58386;692.0
58390;380685.0
58391;259715.0
58392;27449.0
58397;2340.0
58346;616702.0
58405;509.0
58407;52807.0
58408;28239.0
58412;11365.0
58413;5525.0
58420;86735.0
58421;5089.0
58425;782913.0
58427;604040.0
58429;86599.0
58430;58853.0
58445;3259.0
58446;88467.0
58450;92184.0
58452;38380.0
58454;36220.0
58455;17601.0
58466;15334.0
58471;512795.0
58472;17271.0
58473;7578.0
58482;240030.0
58486;2191.0
58490;175678.0
58496;16953.0
58505;255167.0
58506;77394.0
58510;61545.0
58521;853.0
58530;1568.0
58314;424117.0
58315;62176.0
58321;13124.0
58323;159461.0
58330;2728.0
58341;48912.0
58345;152558.0
58348;102054.0
58352;28684.0
